,ID Emprego,Categoria Emprego,Faixa Salarial de,Faixa Salarial até
32,551446,Administration & Human Resources Communications & Intergovernmental Affairs,60718.0,90773.0
33,546838,Legal Affairs,83158.0,125681.0
34,552687,Administration & Human Resources,43929.0,57093.0
35,541804,"Finance, Accounting, & Procurement",23.0706,26.5315
36,550354,Building Operations & Maintenance,95000.0,100000.0
37,550354,Building Operations & Maintenance,95000.0,100000.0
38,542891,"Public Safety, Inspections, & Enforcement Social Services",51079.0,80478.0
39,551434,Building Operations & Maintenance,58700.0,75000.0
40,545428,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
41,516981,Health,39213.0,45095.0
42,531632,"Technology, Data & Innovation",95000.0,110000.0
43,541357,"Engineering, Architecture, & Planning Policy, Research & Analysis",65000.0,79000.0
44,532897,"Engineering, Architecture, & Planning",73294.0,80000.0
45,531274,"Finance, Accounting, & Procurement Policy, Research & Analysis",103307.0,103307.0
46,347238,"Administration & Human Resources Public Safety, Inspections, & Enforcement",30028.0,42505.0
47,540188,"Legal Affairs Public Safety, Inspections, & Enforcement",80000.0,167610.0
48,542619,"Policy, Research & Analysis Social Services",64922.0,116859.0
49,537855,"Technology, Data & Innovation",58700.0,105000.0
50,551575,Constituent Services & Community Programs,74650.0,85847.0
51,549058,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",51000.0,51000.0
52,549058,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",51000.0,51000.0
53,552636,"Technology, Data & Innovation",58839.0,75000.0
54,524186,"Finance, Accounting, & Procurement Legal Affairs",91563.0,100719.0
55,522919,Communications & Intergovernmental Affairs,36390.0,41848.0
56,522919,Communications & Intergovernmental Affairs,36390.0,41848.0
57,539506,"Engineering, Architecture, & Planning",145000.0,160000.0
58,539289,Administration & Human Resources,36390.0,55228.0
59,535558,"Constituent Services & Community Programs Legal Affairs Policy, Research & Analysis",130000.0,160000.0
60,549913,Building Operations & Maintenance,52868.0,60798.0
61,536677,Administration & Human Resources Social Services,36390.0,58953.0
62,533616,"Finance, Accounting, & Procurement",110000.0,133900.0
63,533618,"Finance, Accounting, & Procurement",160000.0,175000.0
64,542352,"Public Safety, Inspections, & Enforcement",49950.0,62037.0
65,550730,Administration & Human Resources,47955.0,52750.0
66,517843,"Technology, Data & Innovation Policy, Research & Analysis",74650.0,109409.0
67,542752,Legal Affairs,100000.0,112560.0
68,527794,Building Operations & Maintenance,48.27,48.27
69,527010,"Public Safety, Inspections, & Enforcement",36474.0,42419.0
70,526599,Social Services,58700.0,102226.0
71,518092,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
72,534688,Health,54100.0,62215.0
73,541240,Building Operations & Maintenance,36900.0,45033.0
74,548661,Legal Affairs,71423.0,82137.0
75,532558,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Policy, Research & Analysis",50000.0,60000.0
76,550741,"Legal Affairs Policy, Research & Analysis",40017.0,62820.0
77,547665,"Engineering, Architecture, & Planning",57078.0,65640.0
78,552414,"Finance, Accounting, & Procurement",80000.0,95000.0
79,551460,Administration & Human Resources,36390.0,41848.0
80,527590,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
81,547400,Social Services,51199.0,58879.0
82,528311,"Health Public Safety, Inspections, & Enforcement",52931.0,60871.0
83,546725,"Finance, Accounting, & Procurement Policy, Research & Analysis",84451.0,95964.0
84,542885,Administration & Human Resources,53057.0,61015.0
85,536952,"Engineering, Architecture, & Planning",53702.0,123150.0
86,549877,Legal Affairs,77000.0,93500.0
87,523900,Constituent Services & Community Programs,60193.0,90704.0
88,552809,"Finance, Accounting, & Procurement",270000.0,300000.0
89,549032,Legal Affairs,65000.0,65000.0
90,532235,Legal Affairs,63228.0,72712.0
91,455079,"Technology, Data & Innovation",75000.0,160000.0
92,533757,"Policy, Research & Analysis",84468.0,97138.0
93,521666,"Finance, Accounting, & Procurement",58700.0,192152.0
94,535553,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement Policy, Research & Analysis",74650.0,109409.0
95,197941,Health,32.11,36.93
96,551557,Constituent Services & Community Programs,38333.0,44083.0
97,550019,"Engineering, Architecture, & Planning",51413.0,59125.0
98,552563,Administration & Human Resources,64749.0,120000.0
99,524695,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",42293.0,63702.0
100,552018,"Finance, Accounting, & Procurement",54100.0,83981.0
101,552018,"Finance, Accounting, & Procurement",54100.0,83981.0
102,519196,"Policy, Research & Analysis Social Services",84451.0,113550.0
103,547943,"Technology, Data & Innovation",85371.0,109990.0
104,551599,Constituent Services & Community Programs,38333.0,44083.0
105,541341,"Public Safety, Inspections, & Enforcement",60437.0,93935.0
106,460998,"Engineering, Architecture, & Planning",180000.0,185000.0
107,515156,"Policy, Research & Analysis",56013.0,84862.0
108,551203,Administration & Human Resources,100000.0,115000.0
109,550937,Legal Affairs,51079.0,58741.0
110,551206,"Administration & Human Resources Health Policy, Research & Analysis",54100.0,62215.0
111,528940,"Technology, Data & Innovation",115000.0,120000.0
112,528940,"Technology, Data & Innovation",115000.0,120000.0
113,552924,"Legal Affairs Public Safety, Inspections, & Enforcement",65000.0,65000.0
114,527793,Building Operations & Maintenance,36.95,36.95
115,533864,Building Operations & Maintenance Social Services,375.06,375.06
116,515906,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning",80931.0,208826.0
117,543513,"Health Technology, Data & Innovation",78795.0,113300.0
118,540782,Building Operations & Maintenance,50604.0,65339.0
119,550768,Legal Affairs,79620.0,117541.0
120,546723,"Finance, Accounting, & Procurement Technology, Data & Innovation",75000.0,85000.0
121,527788,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",33558.0,54820.0
122,528729,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",55000.0,60000.0
123,548936,"Public Safety, Inspections, & Enforcement",53563.0,61800.0
124,552474,Legal Affairs,79620.0,117541.0
125,550567,Constituent Services & Community Programs,38333.0,44083.0
126,482129,"Policy, Research & Analysis",59422.0,92758.0
127,484977,"Technology, Data & Innovation",0.0,100000.0
128,544066,"Public Safety, Inspections, & Enforcement",21.9436,29.5665
129,552359,Legal Affairs,79620.0,117541.0
130,535319,"Technology, Data & Innovation",95317.0,109000.0
131,552018,"Finance, Accounting, & Procurement",54100.0,83981.0
132,550910,"Technology, Data & Innovation",15.5,19.9
133,548554,"Technology, Data & Innovation",0.0,140000.0
134,537846,Legal Affairs,62397.0,71757.0
135,541270,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Policy, Research & Analysis",180000.0,200000.0
136,534531,Legal Affairs Social Services,41483.0,47705.0
137,550884,Building Operations & Maintenance,37.28,43.4
138,490693,Constituent Services & Community Programs Social Services,76408.0,91234.0
139,528438,Social Services,47418.0,54531.0
140,528179,"Engineering, Architecture, & Planning Social Services",80557.0,111917.0
141,551443,Administration & Human Resources Constituent Services & Community Programs,47418.0,60000.0
142,484977,"Technology, Data & Innovation",0.0,100000.0
143,508504,Social Services,73027.0,87622.0
144,529297,Social Services,32520.0,37398.0
145,543226,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Social Services",64922.0,126530.0
146,535189,Social Services,58700.0,63301.0
147,532229,Administration & Human Resources Constituent Services & Community Programs,60718.0,90773.0
148,539400,"Engineering, Architecture, & Planning",60000.0,60000.0
149,531798,"Technology, Data & Innovation",81951.0,90000.0
150,532864,"Technology, Data & Innovation Policy, Research & Analysis",110000.0,130000.0
151,479554,"Technology, Data & Innovation",100000.0,140000.0
152,544455,Building Operations & Maintenance,55.0,55.0
153,530607,"Engineering, Architecture, & Planning",90000.0,100000.0
154,515350,"Technology, Data & Innovation",75000.0,180000.0
155,549876,"Technology, Data & Innovation",110000.0,120000.0
156,458064,"Legal Affairs Policy, Research & Analysis",72038.0,192152.0
157,546597,"Public Safety, Inspections, & Enforcement",57500.0,69500.0
158,547128,Constituent Services & Community Programs,88936.0,223761.0
159,530498,"Policy, Research & Analysis",15.5,19.9
160,539937,"Communications & Intergovernmental Affairs Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",54786.0,54786.0
161,551584,Constituent Services & Community Programs,57078.0,65640.0
162,547428,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",84468.0,101000.0
163,544442,Building Operations & Maintenance,52.79,52.79
164,536685,"Finance, Accounting, & Procurement Social Services",25.954,29.8473
165,550484,Social Services,51022.0,58675.0
166,551433,Administration & Human Resources,53057.0,70000.0
167,530478,Social Services,75504.0,86830.0
168,549796,"Technology, Data & Innovation",51345.0,59047.0
169,546705,"Technology, Data & Innovation",110000.0,120000.0
170,531149,"Administration & Human Resources Finance, Accounting, & Procurement Social Services",50972.0,58618.0
171,543254,"Administration & Human Resources Communications & Intergovernmental Affairs Policy, Research & Analysis",54100.0,83981.0
172,552150,"Technology, Data & Innovation",24.3043,27.9502
173,511052,Administration & Human Resources,40017.0,46019.0
174,529215,"Administration & Human Resources Policy, Research & Analysis Social Services",70611.0,86887.0
175,545609,Constituent Services & Community Programs,38333.0,63794.0
176,552354,"Communications & Intergovernmental Affairs Policy, Research & Analysis",150000.0,185000.0
177,547983,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
178,528166,Administration & Human Resources,36390.0,55228.0
179,505311,"Engineering, Architecture, & Planning",67757.0,98128.0
180,552467,Legal Affairs,115000.0,125000.0
181,549949,Constituent Services & Community Programs,75504.0,86830.0
182,542315,"Finance, Accounting, & Procurement",70611.0,105138.0
183,537856,"Engineering, Architecture, & Planning Policy, Research & Analysis",80931.0,208826.0
184,541794,Constituent Services & Community Programs,38333.0,63794.0
185,523682,Social Services,54100.0,62215.0
186,535660,"Engineering, Architecture, & Planning",90114.0,103631.0
187,546753,"Technology, Data & Innovation",75000.0,75000.0
188,545587,Building Operations & Maintenance,618.24,618.24
189,536490,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Health Public Safety, Inspections, & Enforcement",54100.0,83981.0
190,531654,Social Services,47393.0,62138.0
191,549431,Constituent Services & Community Programs,38333.0,44083.0
192,545579,Legal Affairs,79620.0,91563.0
193,536555,Communications & Intergovernmental Affairs,110000.0,120000.0
194,499448,"Health Policy, Research & Analysis",75504.0,86830.0
195,546838,Legal Affairs,83158.0,125681.0
196,546060,Communications & Intergovernmental Affairs,54100.0,62215.0
197,507992,"Finance, Accounting, & Procurement",66322.0,98830.0
198,507992,"Finance, Accounting, & Procurement",66322.0,98830.0
199,546597,"Public Safety, Inspections, & Enforcement",57500.0,69500.0
200,546485,Constituent Services & Community Programs,55000.0,70000.0
201,503725,"Finance, Accounting, & Procurement Policy, Research & Analysis",222924.0,231974.0
202,519081,"Finance, Accounting, & Procurement",58926.0,63301.0
203,528168,Social Services,81126.0,81126.0
204,203387,Health,18.8112,24.2923
205,545221,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
206,547428,"Technology, Data & Innovation Policy, Research & Analysis Public Safety, Inspections, & Enforcement",84468.0,101000.0
207,549568,"Technology, Data & Innovation",39963.0,49927.0
208,547542,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs,102292.0,130000.0
209,539468,Constituent Services & Community Programs Health,41.69,41.69
210,547685,"Technology, Data & Innovation",92194.0,130372.0
211,530408,"Public Safety, Inspections, & Enforcement",53563.0,61598.0
212,533851,Legal Affairs,73579.0,153666.0
213,544375,"Engineering, Architecture, & Planning",67757.0,98128.0
214,471796,Administration & Human Resources,42304.0,64693.0
215,532837,"Constituent Services & Community Programs Policy, Research & Analysis",54100.0,83981.0
216,523682,Social Services,54100.0,62215.0
217,552121,Constituent Services & Community Programs,74650.0,85847.0
218,533616,"Finance, Accounting, & Procurement",110000.0,133900.0
219,548723,"Engineering, Architecture, & Planning",90114.0,103631.0
220,548723,"Engineering, Architecture, & Planning",90114.0,103631.0
221,540883,"Legal Affairs Public Safety, Inspections, & Enforcement",37398.0,42191.0
222,484261,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",49371.0,56777.0
223,546635,Constituent Services & Community Programs,102292.0,115095.0
224,541788,"Technology, Data & Innovation",16.02,20.72
225,537533,Constituent Services & Community Programs Social Services,54100.0,62215.0
226,542042,Legal Affairs,71423.0,107032.0
227,551430,Administration & Human Resources Constituent Services & Community Programs,66322.0,98830.0
228,521649,Social Services,54100.0,65415.0
229,547149,Administration & Human Resources,67499.0,73500.0
230,539352,"Health Public Safety, Inspections, & Enforcement",38333.0,44083.0
231,545815,"Technology, Data & Innovation",42798.0,49218.0
232,552773,Constituent Services & Community Programs,38333.0,44083.0
233,550202,"Public Safety, Inspections, & Enforcement",47418.0,69462.0
234,549792,"Technology, Data & Innovation",80000.0,90000.0
235,529277,"Engineering, Architecture, & Planning",102000.0,116000.0
236,527720,Constituent Services & Community Programs Health Social Services,54100.0,62215.0
237,542619,"Policy, Research & Analysis Social Services",64922.0,116859.0
238,550666,Building Operations & Maintenance,31836.0,46278.0
239,539175,"Health Public Safety, Inspections, & Enforcement",45722.0,45722.0
240,531652,Constituent Services & Community Programs Social Services,38333.0,63794.0
241,550054,Building Operations & Maintenance,39062.0,65449.0
242,538215,Administration & Human Resources,54100.0,83981.0
243,544501,Constituent Services & Community Programs Social Services,54100.0,62215.0
244,546641,Legal Affairs,150000.0,167610.0
245,533943,Social Services,20.9814,34.9174
246,510266,"Technology, Data & Innovation",139500.0,149500.0
247,427420,Building Operations & Maintenance,35314.0,39905.0
248,545239,Administration & Human Resources,64749.0,100000.0
249,516224,Health,84451.0,113550.0
250,544375,"Engineering, Architecture, & Planning",67757.0,98128.0
251,531906,"Finance, Accounting, & Procurement",110000.0,130000.0
252,541415,"Finance, Accounting, & Procurement Social Services",64922.0,173486.0
253,548426,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
254,537724,Constituent Services & Community Programs Health,17.5889,20.23
255,549913,Building Operations & Maintenance,52868.0,60798.0
256,550085,"Administration & Human Resources Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",94715.0,136260.0
257,549861,"Finance, Accounting, & Procurement",49000.0,60000.0
258,534885,Administration & Human Resources Social Services,111127.0,125000.0
259,533620,"Finance, Accounting, & Procurement Legal Affairs",80000.0,90000.0
260,550931,Building Operations & Maintenance,55450.0,78000.0
261,532431,Administration & Human Resources,36390.0,55228.0
262,544457,"Technology, Data & Innovation",85371.0,113300.0
263,540296,"Finance, Accounting, & Procurement",75000.0,85000.0
264,523960,"Administration & Human Resources Policy, Research & Analysis",61015.0,77124.0
265,500684,Constituent Services & Community Programs,53057.0,77124.0
266,527788,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",33558.0,54820.0
267,534688,Health,54100.0,62215.0
268,547467,Legal Affairs,100000.0,120000.0
269,546198,"Health Public Safety, Inspections, & Enforcement Social Services",76294.0,108156.0
270,536123,Constituent Services & Community Programs,20.9814,24.1286
271,530314,Administration & Human Resources Health,23.0706,26.5315
272,540603,Administration & Human Resources,36390.0,55228.0
273,546628,"Technology, Data & Innovation Social Services",92194.0,106023.0
274,540897,"Legal Affairs Public Safety, Inspections, & Enforcement",50000.0,50000.0
275,221045,Information Technology & Telecommunications,89383.0,134914.0
276,546492,"Engineering, Architecture, & Planning",57078.0,85646.0
277,533556,"Policy, Research & Analysis",90000.0,90846.0
278,548196,"Technology, Data & Innovation",75000.0,130000.0
279,542891,"Public Safety, Inspections, & Enforcement Social Services",51079.0,80478.0
280,538126,Building Operations & Maintenance,369.53,369.53
281,549660,Administration & Human Resources,62470.0,80008.0
282,533608,Legal Affairs,75121.0,133040.0
283,550855,"Constituent Services & Community Programs Engineering, Architecture, & Planning",54100.0,83981.0
284,547514,"Engineering, Architecture, & Planning",74650.0,85847.0
285,549167,"Technology, Data & Innovation",58700.0,120000.0
286,552359,Legal Affairs,79620.0,117541.0
287,500577,"Health Policy, Research & Analysis",64140.0,64140.0
288,468473,Constituent Services & Community Programs,66322.0,90000.0
289,549670,Building Operations & Maintenance,33558.0,54820.0
290,540183,Administration & Human Resources,58695.0,67499.0
291,541625,Administration & Human Resources Social Services,32520.0,42191.0
292,540468,"Legal Affairs Public Safety, Inspections, & Enforcement",80440.0,167610.0
293,531277,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,83399.0
294,552119,Legal Affairs,117211.0,117211.0
295,551985,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,73806.0
296,525425,"Finance, Accounting, & Procurement",100000.0,110000.0
297,538050,"Technology, Data & Innovation",58700.0,100000.0
298,540287,Building Operations & Maintenance,37.28,37.28
299,540174,"Legal Affairs Public Safety, Inspections, & Enforcement",80440.0,167610.0
300,534636,"Finance, Accounting, & Procurement",110000.0,133900.0
301,532372,Constituent Services & Community Programs,54100.0,83981.0
302,463528,Legal Affairs,58700.0,115000.0
303,534228,"Engineering, Architecture, & Planning",85000.0,100000.0
304,496464,Constituent Services & Community Programs,54100.0,83981.0
305,505275,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,83399.0
306,548933,"Public Safety, Inspections, & Enforcement",53563.0,61800.0
307,516807,"Technology, Data & Innovation Social Services",90000.0,115000.0
308,470441,"Public Safety, Inspections, & Enforcement",67902.0,95679.0
309,552347,"Engineering, Architecture, & Planning",74650.0,109409.0
310,521976,Administration & Human Resources Social Services,94715.0,136260.0
311,545997,Constituent Services & Community Programs Social Services,15.5,19.9
312,534226,"Policy, Research & Analysis",70000.0,75000.0
313,539337,Health,53057.0,61015.0
314,545813,"Engineering, Architecture, & Planning",57078.0,85646.0
315,550777,"Policy, Research & Analysis",45428.0,68741.0
316,548726,"Engineering, Architecture, & Planning",67757.0,77921.0
317,548726,"Engineering, Architecture, & Planning",67757.0,77921.0
318,532415,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",150000.0,175000.0
319,548938,"Public Safety, Inspections, & Enforcement",56761.0,65275.0
320,534050,Social Services,54100.0,83981.0
321,551201,Building Operations & Maintenance,62.74,62.74
322,535818,"Finance, Accounting, & Procurement Social Services",53057.0,61015.0
323,408527,"Technology, Data & Innovation Legal Affairs",50078.0,57590.0
324,547977,"Technology, Data & Innovation",51550.0,73806.0
325,527295,Social Services,51079.0,58741.0
326,526598,Social Services,58700.0,102226.0
327,527791,Building Operations & Maintenance,56.8,56.8
328,537411,Constituent Services & Community Programs Social Services,54100.0,62215.0
329,545639,"Technology, Data & Innovation",100000.0,129000.0
330,509076,Health,47155.0,58566.0
331,546231,Constituent Services & Community Programs,88936.0,223761.0
332,548945,"Communications & Intergovernmental Affairs Technology, Data & Innovation Legal Affairs Public Safety, Inspections, & Enforcement",44083.0,44083.0
333,551527,"Administration & Human Resources Public Safety, Inspections, & Enforcement",42304.0,48650.0
334,528570,"Legal Affairs Policy, Research & Analysis",150000.0,177000.0
335,518531,Constituent Services & Community Programs,54100.0,83981.0
336,542973,Legal Affairs,71423.0,90000.0
337,518579,Constituent Services & Community Programs,54100.0,83981.0
338,524717,Constituent Services & Community Programs Health,54100.0,62215.0
339,530589,Legal Affairs,71757.0,71757.0
340,535638,"Engineering, Architecture, & Planning",57078.0,65640.0
341,507488,"Communications & Intergovernmental Affairs Technology, Data & Innovation",75000.0,160000.0
342,548671,Legal Affairs,63228.0,72712.0
343,550670,Building Operations & Maintenance,67757.0,98128.0
344,520785,Administration & Human Resources Health,40017.0,46019.0
345,528649,"Finance, Accounting, & Procurement",53797.0,61866.0
346,543216,Communications & Intergovernmental Affairs,84451.0,113550.0
347,532488,Administration & Human Resources,140000.0,170000.0
348,543340,Constituent Services & Community Programs,62470.0,80000.0
349,531861,"Finance, Accounting, & Procurement",70611.0,81203.0
350,526961,"Policy, Research & Analysis",64140.0,77609.0
351,524186,"Finance, Accounting, & Procurement Legal Affairs",91563.0,100719.0
352,513665,Administration & Human Resources Social Services,36390.0,41848.0
353,542032,Legal Affairs,62397.0,75760.0
354,547196,"Engineering, Architecture, & Planning",53702.0,92640.0
355,538104,Legal Affairs,71423.0,82137.0
356,485429,"Finance, Accounting, & Procurement",53057.0,61015.0
357,550923,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis",54100.0,83981.0
358,538196,Constituent Services & Community Programs,54100.0,83981.0
359,533922,Administration & Human Resources Social Services,51079.0,72623.0
360,531654,Social Services,47393.0,62138.0
361,541761,Administration & Human Resources Social Services,38333.0,63794.0
362,528240,"Public Safety, Inspections, & Enforcement",34834.0,50207.0
363,546861,"Engineering, Architecture, & Planning Building Operations & Maintenance Public Safety, Inspections, & Enforcement",57078.0,85646.0
364,535131,Constituent Services & Community Programs Communications & Intergovernmental Affairs,54100.0,83981.0
365,519463,Legal Affairs,77688.0,137000.0
366,550570,Constituent Services & Community Programs,38333.0,44083.0
367,547221,"Administration & Human Resources Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",80557.0,111917.0
368,534339,"Health Public Safety, Inspections, & Enforcement",45722.0,52580.0
369,471785,"Policy, Research & Analysis",56013.0,84862.0
370,527277,Constituent Services & Community Programs,80931.0,208826.0
371,530279,Constituent Services & Community Programs,19.9179,23.0
372,539418,Building Operations & Maintenance,51.44,51.44
373,385306,Health,86194.0,86194.0
374,452028,"Administration & Human Resources Finance, Accounting, & Procurement",95000.0,115000.0
375,552237,Administration & Human Resources,58695.0,67499.0
376,455079,"Technology, Data & Innovation",75000.0,160000.0
377,440244,"Legal Affairs Policy, Research & Analysis",79620.0,110000.0
378,541552,"Engineering, Architecture, & Planning",110000.0,123000.0
379,531614,Building Operations & Maintenance,290.0,290.0
380,552717,Constituent Services & Community Programs,90000.0,100000.0
381,520171,Communications & Intergovernmental Affairs,90000.0,100000.0
382,543713,"Administration & Human Resources Engineering, Architecture, & Planning Policy, Research & Analysis",118000.0,126000.0
383,551439,"Administration & Human Resources Communications & Intergovernmental Affairs Policy, Research & Analysis",53057.0,61015.0
384,550689,Building Operations & Maintenance,33558.0,54820.0
385,526600,Social Services,58700.0,102226.0
386,529930,"Policy, Research & Analysis",70000.0,90000.0
387,537649,"Technology, Data & Innovation",84451.0,113550.0
388,530804,"Constituent Services & Community Programs Finance, Accounting, & Procurement Health",58700.0,90000.0
389,542219,"Engineering, Architecture, & Planning",80557.0,111917.0
390,536441,"Health Public Safety, Inspections, & Enforcement",20.9814,27.47
391,534004,Legal Affairs,150000.0,161195.0
392,542228,"Finance, Accounting, & Procurement",60010.0,100875.0
393,545154,Building Operations & Maintenance,239.84,249.28
394,551955,"Technology, Data & Innovation",110000.0,115000.0
395,550278,Building Operations & Maintenance,40065.0,65449.0
396,532185,"Technology, Data & Innovation",58700.0,161534.0
397,548815,"Policy, Research & Analysis",62397.0,71757.0
398,540309,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Legal Affairs,0.0,167610.0
399,551460,Administration & Human Resources,36390.0,41848.0
400,519839,"Technology, Data & Innovation",100000.0,180000.0
401,539028,Administration & Human Resources Constituent Services & Community Programs,40017.0,62820.0
402,539028,Administration & Human Resources Constituent Services & Community Programs,40017.0,62820.0
403,544931,Building Operations & Maintenance,298.24,347.2
404,487160,Health,54270.0,67403.0
405,441296,Social Services,81126.0,83346.0
406,534687,"Technology, Data & Innovation",92194.0,119610.0
407,539902,"Legal Affairs Policy, Research & Analysis",44083.0,44083.0
408,545130,Legal Affairs,51079.0,58741.0
409,533757,"Policy, Research & Analysis",84468.0,97138.0
410,542042,Legal Affairs,71423.0,107032.0
411,546687,"Engineering, Architecture, & Planning",74650.0,109409.0
412,540855,"Engineering, Architecture, & Planning",75504.0,86830.0
413,527430,Social Services,38333.0,44083.0
414,552144,Building Operations & Maintenance,31836.0,46278.0
415,528038,"Technology, Data & Innovation",75504.0,86830.0
416,528038,"Technology, Data & Innovation",75504.0,86830.0
417,549594,Constituent Services & Community Programs,32850.0,40017.0
418,470996,"Engineering, Architecture, & Planning",65208.0,95993.0
419,525094,Social Services,66442.0,81916.0
420,548676,"Legal Affairs Policy, Research & Analysis",71423.0,82137.0
421,550577,Constituent Services & Community Programs,38333.0,44083.0
422,524103,"Engineering, Architecture, & Planning",60000.0,75000.0
423,424144,Administration & Human Resources Legal Affairs,50000.0,50000.0
424,522407,Legal Affairs,63228.0,78529.0
425,432393,"Public Safety, Inspections, & Enforcement",34027.0,47967.0
426,551213,Communications & Intergovernmental Affairs,100000.0,125000.0
427,534050,Social Services,54100.0,83981.0
428,541566,"Finance, Accounting, & Procurement",60000.0,83981.0
429,537865,Legal Affairs,62397.0,71757.0
430,549568,"Technology, Data & Innovation",39963.0,49927.0
431,532485,"Health Policy, Research & Analysis",96772.0,135000.0
432,535461,"Technology, Data & Innovation",24.3043,27.9502
433,538234,"Finance, Accounting, & Procurement",54100.0,83981.0
434,548145,"Engineering, Architecture, & Planning",74650.0,109409.0
435,533202,Building Operations & Maintenance Social Services,387.03,387.03
436,529112,Administration & Human Resources,15.93,24.73
437,524428,"Technology, Data & Innovation",81951.0,94244.0
438,503664,"Engineering, Architecture, & Planning Building Operations & Maintenance",53702.0,148745.0
439,533864,Building Operations & Maintenance Social Services,375.06,375.06
440,505842,Health Legal Affairs,71423.0,107032.0
441,550619,"Public Safety, Inspections, & Enforcement",49930.0,70888.0
442,539588,"Finance, Accounting, & Procurement Policy, Research & Analysis",83399.0,83399.0
443,527860,"Engineering, Architecture, & Planning",90114.0,100000.0
444,549896,"Public Safety, Inspections, & Enforcement",42507.0,48883.0
445,544500,Social Services,32520.0,37398.0
